Modelo,PR-AUC,ROC-AUC,Recall,Precision,Threshold,C,penalty,l1_ratio
LogisticRegression Tuned,0.532350937401086,0.7937806873977087,0.7872340425531915,0.2846153846153846,0.35,0.9570091003892268,elasticnet,0.9468049264135632
